"X1385" "X1918" "X1799" "X0440" "X1371" "X1976" "X0339" "X1419" "X1358" "X0843" "X0180" "X1421" "X0791" "X1952" "X1403" "X1958" "X1860" "X1382" "X1942" "X1869" "X0859" "X0915" "X2114" "X0543" "X1436" "X1886" "X0197" "X0692" "X0134" "X1787" "X1915" "X1368" "X0159" "X2092" "X1962" "X1632" "X0343" "X1437" "X0174" "X0849" "X0396" "X0153" "X0144" "X0720" "X1416" "X1443" "X1511" "X0187" "X1937" "X1414" "X0208" "X0761" "X1445" "X1940" "X0196" "X1927" "X1633" "X1963" "X1916" "X1377" "X0805" "X1925" "X1514" "X1392" "X1360" "X0456" "X0122" "X0167" "X1441" "X0471" "X1379" "X1401" "X0243" "X0753" "X0194" "X0792" "X1929" "X2049" "X2121" "X0264" "X1389" "X0211" "X1859" "X0155" "X1973" "X0736" "X1423" "X1939" "X1730" "X0828" "X1619" "X1904" "X0126" "X1376" "X1363" "BD" "X0073" "X1470" "X1381" "X1923" "X1373" "X1370" "X1919" "X1624" "X1815" "X1889" "X1418" "X1914" "X1993" "X0694" "X1528" "X1424" "X0987" "X1345" "X0806" "X1933" "X0660" "X1515" "X1405" "X0125" "X1951" "X0124" "X1906" "X0347" "X1744" "X1922" "X1420" "X1921" "X1433" "X1456" "X1397" "X1971" "X1887" "X1935" "X0686" "X1924" "X1677" "X1432" "X0147" "X1992" "X1413" "X1965" "X0668" "X1417" "X1390" "X1991" "X1926" "X1902" "X1967" "X0989" "X0363" "X1913" "X0219" "X1842" "X1974" "X1943" "X1378" "X2009" "X1941" "X0434" "X0190" "X1398" "X1427" "X1395" "X1762" "X1426" "X1415" "X0280" "X1328" "X0380" "X1425" "X0173" "X1769" "X0433" "X0177" "X1931" "X1972" "X0014" "X0820" "X1430" "X1716" "X1702" "X1806" "X0148" "X1625" "X1938" "X1464" "X1374" "X1920" "X1606" "X1391" "X1805" "X1444" "X1861" "X1375" "X1440" "X1384" "X0175" "X0207" "X0262" "X0170" "X1409" "X1961" "X1636" "X1959" "X1905" "X1955" "X0123" "X0233" "X1411" "X0165" "X0025" "X1970" "X2113" "X0172" "X3916" "X1934" "X0154" "X0882" "X2010" "X1932" "X0617" "X1465" "X0956" "X1429" "X1953" "X1956" "X0176" "X0967" "X0340" "X1917" "X1960" "X1966" "X1393" "X1410" "X0135" "X0150" "X1359" "X1431" "X1994" "X0214" "X1380" "X0146" "X1412" "X1386" "X1930" "X1406" "X1598" "X1394" "X0487" "X2115" "X1936" "X0510" "X1471" "X0072" "X0265" "X2046" "X0191" "X1950" "X1786" "X1888" "X1643" "X1890" "X1346" "X0152" "X1978" "X0149" "X1717" "X1954" "X1912" "X0182" "X1964" "X1442" "X1968" "X0157" "X1428" "X2122" "X0419" "X0893" "X1777" "X1627" "X1798" "X0127" "X0013" "X0851" "X0702" "X1928" "X1396" "X3915" "X0142" "X1388" "X3919" "X1896" "X1808" "X0769" "X1408" "X1332" "X1969"
"0686" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1924" 0 0.00838384487595538 -0.00896225170115936 0 0 0.0136879223996066 0 0 0 0 0 0 0 0.0154765969065458 0 0.0143339429910132 -0.00832697078421431 0 0.0299853658086719 0 0 0 0 0 0 -0.0143798676201392 0 0 0 -0.00544238096686987 0 0 0 0 0.0546937175095201 -0.0107522613234566 0 0 0 0 0 0 0 0 0 0 0.0114996810703007 0 0.0219317703709213 0 0 0 0 0.00759947541993419 0 0.0167942399088039 -0.014178646094145 0.0523370057078632 0 0 0 0.0154912047851086 0.00878948369205124 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00938875539427401 0 0 0 0 0 -0.0133832119588482 0 0.014727455662819 0 0 0.0136600055452706 0 0 0 0.0305976788508798 0 0 0 0 0 0 0 0.0309456190222455 0 0 0.00575480117535468 -0.00447904919723764 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00677507889932037 0 0 0.00324113426780471 0 0.0199034195135332 0 0 0.0281108784529551 0 0.0195400135585216 0 0.0014496451236572 0 0.0351276155249361 -0.00970276871346208 0.00678425070047566 0 0 0 0 0 0 0 0.0585248517259635 0 0 0 0 0.0198187458925458 0 0 0 0 0 0 0 0.0205642681781579 0.0324403013736619 0 0 0.00867419472994449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00768439314409063 0.0344339429048955 0 0 0 0 0 0 0 -0.00301590580071492 0.00671023692283204 0 0 0.0179465995467244 0 0 -0.00971421140506663 0 0 0 0 0 0 0 0 0 0 0.0596611293807298 -0.00620052984264434 0.0173720273137241 0.0146187871396636 0 0 0 0 0 0 0.0118523495889434 0 0 0 0.00377005012276103 0 0 0 0.0222953032498439 0 0 0 0 0.0182121224823417 0.0083903918787967 0 0 0 0.000535528204410312 0.0326792846723022 0 0 0 0 0 0 0 0 0 0 0 0 0 0.019143758980265 0 0 0 0 0 0 0 0 0 0 0 0 0.0224913365569017 -0.0072170456616822 -0.00999622513227681 -0.00578598435478115 -0.00995435393450157 0 0 0 0 -0.000145357717272406 0.0209477896162846 0.00575314946618337 0 0 0 0.00167904170132816 0 0 0 0 0 -0.0108046606462799 -0.00346126672079444 -0.00688960989326306 0 0 0 0 0.0128652388684012 0 0 0 0 0 -0.000809710803515712 -0.00419244324648025 0 0 0 0.0170449970003892
"1677" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1432" 0.0110763290691075 0 0 0 0.00903903050949574 0 0 0.00796224478716199 0 0 0 0.0124396380627095 0 0 0.0111801964322217 0 0 0.0127131635262725 0 0 0 0 0 0 0.0147434276850686 0 0 0 0 0 0 0.0166642560264624 0 0 0 0 0 0 0 0 0 0 0 0 0.0161898334977659 0 0 0 0 0.00232625414262842 0 0 0 0 0 0 0 0 0 0.004509614184738 0 0 0 0.012965523379765 0 0 0 0 0 0 0.00476391000733637 0.00548178689369995 0 0 0 0 0 0 0 0 0.00389829095642126 0 0 0 0 0 0.0129293500073829 0.00443658024172043 0 0 0 0 0 0.00415674548141171 0 0 0 0 0.0114800505153778 0 0.0288194766210032 0.0161853269749848 0 0 0 0 0.018871381561356 0 0 0 0 0.0102695459768151 0 0 0 0 0 0 0.00730646584264314 0 0 0 0 0 0 0 0.0152747251059834 0 0.0171778494485546 0 0.00886009776279394 0 0 0 0 0 0 0 0 0 0.010306523774661 0 0 0.014678193013696 0.0101394779069789 0 0 0 0 0 0 0 0 0 0 0 0.0114882403633723 0 0 0 0 0.0128496792716509 0.00986932502486636 0.0138245181307982 0 0.0216453409877022 0.0146133176175096 0 0 0 0.011576705911104 0 0 0 0 0 0 0 0 0.00879455363290197 0 0 0 0 0 0.00658947187741661 0 0.0204414625330421 0 0 0.0233113078831156 0 0 0 0.0200538882494062 0 0.0123769519967529 0 0 0 0 0.0266219292053525 0 0 0 0 0 0 0 0.0119803866537653 0 0 0 0 0 0 0 0.00162544288767348 0 0 0 0 0 0 0.00478395362684669 0 0 0 0 0 0 0 0 0.028871286487279 0.0263620423291071 0 0 0 0.00379995900916332 0 0 0 0 0.00385989569911477 0.00915979373670879 0 0.0102396626752563 0 0.0106174347637348 0 0 0.00520907949618121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0010659145053223 0 0 0.00276021684227519 0 0 0 0 0.0253481323783767 0 0
"0147" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1992" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1413" 0.00949993100202255 0 0 0 0.00698063175153795 0 0 0.0220903891775842 0 0 0 0.019474948828108 0 0 0.0146007899779827 0 0 0.00824599817639914 0 0 0 0 0 0 0.00970551878529126 0 0 0 0 0 0 0.00653733839429088 0 0 0 0 0 0 0 0 0 0 0 0 0.0418883551186685 0 0 0 0 0.00922130771925538 0 0 0 0 0 0 0 0 0 0.0269825280136144 0 0 0 0.00827122822498182 0 0 0 0 0 0 0.0163828775545689 0.013809004385134 0 0 0 0 0 0 0 0 0.0164783393229108 0 0 0 0 0 0.00528797041058541 0 0 0 0 0 0 0.0150517048144361 0 0 0 0 0.0286225470116859 0 0.0560636580400925 0.0143304847907101 0 0 0 0 0 0 0 0 0 0.0198949140430475 0 0 0 0 0 0 0.0132200663596938 0 0 0 0 0 0 0 0.0089411318055922 0 0.00421914127632109 0 0.0271709344457395 0 0 0 0 0 0 0.0365415687792589 0 0 0 0 0 0.00777033121969385 0 0 0 0 0 0 0 0 0 0 0 0 0.0249963346294633 0 0 0 0 0.0042018019580928 0.00537334093098877 0.0334566999005056 0 0.0415122372176275 0.0135648684020794 0 0 0 0 0 0 0 0 0 0 0 0 0.040810548714341 0 0 0 0 0 0 0 0.0238093924816151 0 0 0.0374558334475371 0 0 0 0.0238765552971896 0 0.0252713576636371 0 0 0 0 0.0404141536018884 0 0 0 0 0 0 0 0.00986543070902581 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0291563557221067 0 0 0 0 0 0 0 0 0.0383855872243104 0.0420318643179358 0 0 0 0.0457445259539722 0 0 0.0295562047229559 0 0.0332755327939437 0.0158388680480094 0 0.00658100445606283 0 0.0468040209173172 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0615305881409967 0 0 0 0 0 0 0 0 0 0 0 0.0432992318964181 0 0 0.0145239101737738 0 0 0 0 0.0468919098742202 0 0
"1965" 0.0074066078027369 0.0196608469530022 -0.0306338779547079 0.00363379990053587 0 0.000141448220841491 0 0 0 0 0 0 0 0.0129384176234081 0 0 -0.0251869990627335 0.00383405885253637 0 -0.0329585112275123 0 0 0.0214206817056058 0 0 0 0 0 0 -0.0248963271157928 0.00957265372210056 0 0 0.0161263338011445 0 -0.0138056519010332 0 -0.000240761745473586 0 0 0 0 0 0 0 -0.00411757071537782 0 -7.52467541634504e-05 0 0.00303281963544418 0 0 -0.0040794930619091 0 0 0 -0.0151414102205524 0 0.0171171869055363 0 0 0 0.0186915952301148 0.0106534070342157 0 0 0 0 -0.00734148685265838 0 0 0 0 0 0 0 0.0233066098795459 0 0.0146533054147286 0 0 0 0 0 0.0126236369827369 0 0 0 -0.0185930612568371 0 -0.0152688418638515 0 0 0 -0.00259349866212684 -0.00754733264033312 0 0.0257696044890058 0 0 0.00965202766650442 0 0.0342963380699471 -0.0317360901938492 -0.0305315540860006 -0.0347272357014161 0 0.0125046726143465 0 0 0 0.00562438733767919 0 -0.00111864218680417 0 0 0 0.022572410165933 0 0 0 -0.00169282292960381 0 0.00210156942094452 -0.00659992999260591 0 0.00692490139954246 0.00556172666192567 0.00989722814358213 0.0229372699493288 0 0 -0.0217391850773354 0.0049781045691654 0 0 -0.0241480355895223 0 0 0 0 0 0 0.0123713815933737 0 0 0 0.00959300996062413 0.0434753375470806 0 0 0.0155798294172928 0 -0.0269029636586225 0 0 0 0.00797670745160917 0.0112596114274639 0 -0.0106990453145337 0.00893106003439889 0.0170886919039566 0 -0.0184759250493252 0 0.0131021293733763 -0.000202046177960304 0 0 0 0 -0.033637187361806 0 -5.04568533784677e-05 0.00371511006657884 0 0 0 0 -0.0278476860489093 -0.0278237322181875 -0.0380717491156093 0 -0.0308599629852583 0 0.0165765922882834 0 0.018240664964104 -0.0290326749740483 0 -0.00628741743857674 0 -0.0359823405098406 0.00839621565672519 -0.00122568575410555 0 0 -0.0104960833911769 0 0 0 0 -0.0349110633921269 0 0 0 0 0 0.00152664406052473 0 0 0 0.0242371580399535 0 0 0.0231876749042337 0 0 0.00626650530911302 -0.00930997314863151 0 0.0153947304072455 0 0 0.00331270717313287 0.00120706681439537 0 0 0 0.0285041792416085 0 0.0124475811875592 0 0.00742638979557744 0 0 0 0 0 0 0.0155863444554959 0 0 0 0 0 0 0 0 0.0232531538945787 0 0.00064988161171491 0.0232143721942886 0 0 0.00359748868032677 0 -0.000871145441611922 -0.0190081727567736 -0.00942433020366527 -0.0213794251064748 -0.0100619902196331 0 0 0 0 -0.0197707272004353 -0.00866975386035636 0.00779340592644542 0 -0.00307964425254588 0 0.0119625623657777 0 0 0.0179304612736703 0.000322450182392915 0 -0.0168768029336904 -0.0298262031772258 -0.0333358282803369 0 0 0 0 0 0 0 0 0 0 -0.0312545704708889 -0.0361844775623221 0 0 0 0
"0668" 0 0 0 0 0 0 0 0 0 0 0 0 0.00141736054706121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1417" 0.00981878504750501 0 0 0 0.00438596212790736 0 0 0.0184159276600102 0 0 0 0.0166259517829679 0 0 0.0135967165016326 0 0 0.00758890514257808 0 0 0 0 0 0 0.0101089239261768 0 0 0 0 0 0 0.00561989782659374 0 0 0 0 0 0 0 0 0 0 0 0 0.0277438945899372 0 0 0 0 0.00658052997953443 0 0 0 0 0 0 0 0 0 0.0178846600737619 0 0 0 0.00730502657545584 0 0 0 0 0 0 0.0131748674913514 0.0177174510995913 0 0 0 0 0 0 0 0 0.0147998863732657 0 0 0 0 0 0.00247697641118277 0 0 0 0 0 0 0.0134876088635271 0 0 0 0 0.0228683715172282 0 0.0213038209277676 0.0104795085292274 0 0 0 0 0 0 0 0 0 0.0158148460877527 0 0 0 0 0 0 0.00893683197669059 0 0 0 0 0 0 0 0.0061877962035829 0 0.00227568294512092 0 0.0195111374877069 0 0 0 0 0 0 0.0248586213743246 0 0 0.0170018139419203 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0191528395773548 0 0 0 0 0.00290550269482876 0.00345586408564172 0.0188588068265581 0 0.0244251757834405 0.0112532428967477 0 0 0 0 0 0 0 0 0 0 0 0 0.0254404252619799 0 0 0 0 0 0 0 0.0195602446910244 0 0 0.0240360517918318 0 0 0 0.0180611892838114 0 0.0203052497652032 0 0 0 0 0.0293870041523814 0 0 0 0 0 0 0 0.00938716377932141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0230427742275206 0 0 0 0 0 0 0 0 0.021766820370558 0.0291619160580493 0 0 0 0.0273513623095494 0 0 0.0154019928167979 0 0.0194984168942057 0.0149886409844079 0 0.00488717325843381 0 0.0276646258556701 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0229979233491517 0 0 0 0 0 0 0 0 0 0 0 0.0275458849193138 0 0 0.0117146440264987 0 0 0 0 0.0332527544702631 0 0
"1390" 0.00794805221691775 0 0 0 0.00496435237905063 0 0 0.0178100922681344 0 0 0 0.0122731479167308 0 0 0.0126207795354217 0 0 0.00540448002059174 0 0 0 0 0 0 0.00608411384756626 0 0 0 0 0 0 0.00580223923955001 0 0 0 0 0 0 0 0 0 0 0 0 0.021103434463981 0 0 0 0 0.00447781219211977 0 0 0 0 0 0 0 0 0 0.0177964524503736 0 0 0 0.00273398145166212 0 0 0 0 0 0 0.00792905669960474 0.00629589805393853 0 0 0 0 0 0 0 0 0.0114915763737996 0 0 0 0 0 0.0039508703279423 0 0 0 0 0 0 0.0118779628547293 0 0 0 0 0.0152575813189735 0 0.00793387108214997 0.0124968064138482 0 0 0 0 0 0 0 0 0 0.0120979548498522 0 0 0 0 0 0 0.00989585012426797 0 0 0 0 0 0 0 0.0042607450141013 0 0.000522600965071082 0 0.0166521321683531 0 0 0 0 0 0 0.0161147695118203 0 0 0.0122608273814797 0 0 0.000699582082274217 0 0 0 0 0 0 0 0 0 0 0 0 0.0142948972375574 0 0 0 0 0.000677643889766194 0.00273916153266888 0.0186224741046024 0 0.0110673795750059 0.00484886165027509 0 0 0 0 0 0 0 0 0 0 0 0 0.0196603376252486 0 0 0 0 0 0 0 0.0174383296461972 0 0 0.0122789838036661 0 0 0 0.0111840490209474 0 0.0132459731246854 0 0 0 0 0.0113703901791525 0 0 0 0 0 0 0 0.00753297102360027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0174185595771148 0 0 0 0 0 0 0 0 0.0121097560422701 0.00740377399203223 0 0 0 0.0206695468832275 0 0 0.00736363912417794 0 0.0210572249387825 0.0150099508442416 0 0.00436519019328875 0 0.0195780247228503 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0222048555527442 0 0 0 0 0 0 0 0 0 0 0 0.023490443877255 0 0 0.0128709079753212 0 0 0 0 0.0186103740302761 0 0
"1991" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1926" 0 0.00551219929117957 -0.00792636680293186 0 0 0.00892248304100681 0 0 0 0 0 0 0 0.0132710380602051 0 0.0116043436597444 -0.00510418357270145 0 0.0250617630311731 0 0 0 0 0 0 -0.0123280148331834 0 0 0 -0.00420303958971351 0 0 0 0 0.0474712713054889 -0.00716861826593927 0 0 0 0 0 0 0 0 0 0 0.00845152098596165 0 0.0105369159421095 0 0 0 0 0.0102759560387107 0 0.0124213814114933 -0.00862099726826897 0.0429008936605074 0 0 0 0.00976376090927899 0.00524589010939429 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0093724359672974 0 0 0 0 0 -0.011048600743765 0 0.0103067959309694 0 0 0.0127184932392145 0 0 0 0.0299779834659854 0 0 0 0 0 0 0 0.0262019284871598 0 0 0.00206158171920548 -0.00289749139708687 0 0 0 0 0 0 0 0 0 0 0 0.0188722982086979 0 0.0014140237472371 0 0 0.0155493285856351 0 0.0168664825268572 0 0 0.0184471086256382 0 0.011180675780893 0 0.000549996933452957 0 0.0305347449132612 -0.0049243475516049 0.00332994226906172 0 0.0136852726018339 0 0 0 0 0 0.0469417676178018 0 0 0 0 0 0 0 0 0 0 0 0 0.0156978179532957 0.0278438393632183 0 0 0.00404356168416918 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00208495293422396 0.0308231583198536 0 0 0 0 0 0 0 -9.9393789670759e-05 0.00589484957515621 0 0 0.00979181846716229 0 0 -0.00419999441370174 0 0 0 0 0 0 0 0 0 0 0.0513990800235018 -0.00484645533207881 0.0103229946054014 0.0501035653248522 0.00479187397109023 0 0 0 0 0 0.0141515709029999 0 0 0 0.00118979278215701 0 0 0 0.027134490445788 0 0 0 0 0.0125113026311658 0.00383771495005814 0 0 0 0 0.013961856527817 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0169152480233243 0 0 0 0 0 0.0236872032479037 0 0 0 0 0 0 0.0214199540925965 -0.00471460649881065 -0.00649449789606836 -0.00240654788320777 -0.00618071559652314 0 0 0 0 0 0.0137837934271957 0.00226200395393046 0 0.0299503321034796 0 0 0 0 0 0 0 -0.00839810412186097 -0.00128076324942269 -0.00492768361628656 0 0 0 0 0.0131101623880135 0 0 0 0 0 0 -0.00212366171065715 0 0 0 0.0183206795226228
"1902" 0 0 0 0 0 0.00356019229555379 0 0 0 0 0 0 0 0.0016719531887943 0 0.00313714986599684 0 0 0 0 0 0 0 0 0 -0.000778229024495628 0 0 0 0 0 0 0 0 0.0154078301838816 0 0 0 0 0 0 0 0 0 0 0 0.00051222934271567 0 0.000102261772034682 0 0 0 0 0.00274194092758336 0 0.00216259094844733 -0.000978785251168991 0.0130136915062833 0 0 0 0.00400963460036719 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00104692214515563 0 0 0.00637377285674818 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0035013329448996 0 0 0 0 0.00230050471039604 0 0 0 0 0 0 0.00160444666665433 0 0 0 0.00291361556472308 0 0 0 0 0 0 0 0 0 0.0230120095818649 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00158127996752473 0 0 0.000589621518105526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00881980423467007 0 0 0 0 0 0 0 0 0.00182853709183283 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0230975373616746 0 0 0.00469020550193143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0102124225965993 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00323999308676731 0 0 0 0 0 0.00144865898223784 0 0 0 0 0 0 0.00437693303284033 0 0 0 -0.00283989939749223 0 0 0 0 0 0.000114473389321858 0 0 0.0141251799503647 0 0 0 0 0 0 0 -0.00159479520462957 0 0 0 0 0 0 0.00493796261432716 0 0 0 0 0 0 0 0 0 0 0.00244024236474795
